uid,period,period_group,source,subterm,matched_text,context,label,pattern_class,label_v2,label_final
linkedin_li-4394882860,2026-03,2026,scraped,chatgpt,chatgpt,openai’s chatgpt team sits the applications and is for chatgpt work for at scale. our is to deliver a experience whe,true_positive,broad,true_positive,true_positive
linkedin_li-4398609569,2026-04,2026,scraped,chatgpt,chatgpt,"**about the role** we’re for to help build of the most applications of ai: using chatgpt to opportunity at scale. this is a to work at the of search/matching, personalization, ux, and real",true_positive,broad,true_positive,true_positive
linkedin_li-4371317508,2026-03,2026,scraped,chatgpt,chatgpt,"ponsibilities** * ai and | * design, build, and deploy ai-driven using python, and platforms (e.g., chatgpt, agentforce, tools, ai * partner with business and teams to identify and prioritize that workflows ",true_positive,broad,true_positive,true_positive
linkedin_li-4375776552,2026-04,2026,scraped,chatgpt,chatgpt," with enterprise-grade genai platforms such as aws (anthropic claude), ms azure ai services (openai/chatgpt)",true_positive,broad,true_positive,true_positive
linkedin_li-4383683124,2026-04,2026,scraped,chatgpt,chatgpt,"at means, you ship it, and you it * design and maintain the that rates, of and mention to customers chatgpt, gemini, and with strong guarantees on freshness, and latency * work with product and engineering t",true_positive,broad,true_positive,true_positive
linkedin_li-4389774074,2026-03,2026,scraped,chatgpt,chatgpt," with tools and agile). to have** * ai‑driven experience with engineering, working with llms (e.g., chatgpt, claude), and familiarity with workflows and rag‑based search. * knowledge of microservices, contai",true_positive,broad,true_positive,true_positive
linkedin_li-4387276063,2026-04,2026,scraped,chatgpt,chatgpt,"ai engineer you will build and deploy ai and that eliminate bottlenecks. you’ll with such as openai chatgpt, anthropic claude, and in-house llm apps. expect a hands-on, scrappy where iterating and quantifyin",true_positive,broad,true_positive,true_positive
linkedin_li-4374326342,2026-04,2026,scraped,chatgpt,chatgpt,"on mobile codebases through modularization, kmp and optimizations ai-powered tools (github copilot, chatgpt, claude, etc.) to feature lead deep dives into bottlenecks, anr/crash and own for mobile services, ",true_positive,broad,true_positive,true_positive
asaniczka_4cbd5e6b15675318,2024-01,2024,kaggle_asaniczka,openai,openai,". experience with frameworks such as tensorflow, pytorch, and scikit-learn. experience with ai from openai, and huggingface o experience with cloud platforms such as azure, aws, or cloud platform. experienc",true_positive,broad,true_positive,true_positive
arshkon_3886883337,2024-04,2024,kaggle_arshkon,openai,openai," also possess knowledge of python, and frameworks. responsibilities develop that azure services and openai technologies to address business problems and deliver ai-powered applications. evaluate and recomme",true_positive,broad,true_positive,true_positive
arshkon_3906235346,2024-04,2024,kaggle_arshkon,openai,openai,"of the ai offerings azure and how to those services with existing or in-development identify to and openai/ml technologies and capabilities into products, or services design, develop, evaluate, test, mainta",true_positive,broad,true_positive,true_positive
asaniczka_3dfe6c12ceca2e40,2024-01,2024,kaggle_asaniczka,openai,openai,r the reinforcement objectives * the software engineering tasks necessary to the with the simulated openai instance and feedback to the through the simulator in the of tools necessary for instantiation of a,true_positive,broad,true_positive,true_positive
arshkon_3901168755,2024-04,2024,kaggle_arshkon,openai,openai," of the ai offerings azure and how to thoseservices with existing or in-development identify to and openai/ml technologies and capabilities into products, or services§ design, develop, evaluate, test, maint",true_positive,broad,true_positive,true_positive
asaniczka_5abba1ec0e132990,2024-01,2024,kaggle_asaniczka,openai,openai,"ces (especially cloud services). experience with ci/cd tools, scripting, and automation. with azure openai services.",true_positive,broad,true_positive,true_positive
asaniczka_927ad7fc9e7caef1,2024-01,2024,kaggle_asaniczka,openai,openai,for the reinforcement objectives the software engineering tasks necessary to the with the simulated openai instance and feedback to the through the simulator in the of tools necessary for instantiation of a,true_positive,broad,true_positive,true_positive
asaniczka_11f5af862c1d7ccc,2024-01,2024,kaggle_asaniczka,openai,openai,"tch, azure application or cloud cloud developer from aws, azure or working with generative ai (e.g. openai, aws, azure, sign-on (azure ad b2c) woocommerce) experience with github copilot | on experience wit",true_positive,broad,true_positive,true_positive
asaniczka_f80f22cf7c1a3ae1,2024-01,2024,kaggle_asaniczka,openai,openai,the data team the pre-training at openai is for all of data to our operations. our team manages web crawling and gptbot services and closely,true_positive,broad,true_positive,true_positive
arshkon_3887911260,2024-04,2024,kaggle_arshkon,openai,openai," with containerized and issues.proficiency in spark/databricks for data processing.familiarity with openai / llm for tasks.experience with cicd tools such as azure devops, jenkins, github, or similar platfo",true_positive,broad,true_positive,true_positive
asaniczka_c9f0370627bd9ced,2024-01,2024,kaggle_asaniczka,openai,openai,pertise with azure cloud platform. expertise with cloud to high applications. experience with azure openai. experience ai and ml and applications to environments. experience with load applications and confi,true_positive,broad,true_positive,true_positive
asaniczka_2cce827e44dea16e,2024-01,2024,kaggle_asaniczka,openai,openai,": nextjs, typescript, edgedb/postgresql, milvus cloud: aws, terraform, kubernetes ai/ml: langchain, openai, anthropic, and 💼 work",true_positive,broad,true_positive,true_positive
arshkon_3887873078,2024-04,2024,kaggle_arshkon,openai,openai,to business audiences.familiarity with powerbi for and data visualizations.experience with llms and openai apis.experience code into production.experience in the or sector.,true_positive,broad,true_positive,true_positive
arshkon_3904706725,2024-04,2024,kaggle_arshkon,openai,openai," the ai offerings azure and how to those services with existing or in-development - identify to and openai/ml technologies and capabilities into products, or services - design, develop, evaluate, test, main",true_positive,broad,true_positive,true_positive
arshkon_3905251190,2024-04,2024,kaggle_arshkon,openai,openai," the ai offerings azure and how to those services with existing or in-development - identify to and openai/client technologies and capabilities into us client products, or services - design, develop, evalua",true_positive,broad,true_positive,true_positive
asaniczka_47c3be26162320d9,2024-01,2024,kaggle_asaniczka,openai,openai, and semi-supervised and hyperparameter as as frameworks like pytorch and platforms including azure openai and aws. *while in the ma are we are accepting applications from in the us with a strong preference,true_positive,broad,true_positive,true_positive
arshkon_3901379461,2024-04,2024,kaggle_arshkon,openai,openai,"ta requirements that they may have. particularly the should have knowledge of services, such as gpt/openai, and experience of engineering, embeddings, fine tuning etc. the api. should understand the of data",true_positive,broad,true_positive,true_positive
asaniczka_cf1ec61ce4ec6a5f,2024-01,2024,kaggle_asaniczka,openai,openai,"pes/demos) proficiency with azure dev/ops tools and services familiarity with llm platforms such as openai, and open-source (llms) to create and applications research",true_positive,broad,true_positive,true_positive
asaniczka_eb165b2f9297184e,2024-01,2024,kaggle_asaniczka,openai,openai,"backend: python (fastapi), postgresdb, supabase and s3 cloud: azure & aws ml: huggingface, pytorch, openai and anthropic",true_positive,broad,true_positive,true_positive
arshkon_3901940123,2024-04,2024,kaggle_arshkon,openai,openai,"y and maintain llm applications using python, fastapi, postgresql, aws, docker, openshift and azure openai.",true_positive,broad,true_positive,true_positive
arshkon_3887880341,2024-04,2024,kaggle_arshkon,openai,openai,"nce's maintain a feedback with users, to into effectiveness.- contribute to and (llm) and including openai (gpt-3.5 and gpt-4), azure (openai), anthropic (claude), and others.- else to prompting that we wil",true_positive,broad,true_positive,true_positive
arshkon_3906090426,2024-04,2024,kaggle_arshkon,openai,openai," ai what you haveproven track of 5+ years of experience in software engineering, 2+ years in ai/ml (openai api integrations)entrepreneurial with a passion for disruption, and changestrong and skills, with t",true_positive,broad,true_positive,true_positive
asaniczka_aecaf4036e11f2f3,2024-01,2024,kaggle_asaniczka,openai,openai," specialization in compilers, or experience with the mlir or llvm compiler and dl compilers such as openai and iree made contributions to open-source projects such as mlir or llvm worked with the of dl befo",true_positive,broad,true_positive,true_positive
